uid,timestamp,label,is_fake,path_raw,path_clean,path_diff,note,lag_samples
8ba95db35a25463fb5e666810671521e,1768363004,error_1,False,collected_data/error_1/8ba95db35a25463fb5e666810671521e_error_1_raw.wav,collected_data/error_1/8ba95db35a25463fb5e666810671521e_error_1_clean.wav,diff_bank/8ba95db35a25463fb5e666810671521e_error_1_diff.wav,,0
0f1bbc3301cf4561b10545fddcc1f6a8,1768363004,error_1,False,collected_data/error_1/0f1bbc3301cf4561b10545fddcc1f6a8_error_1_raw.wav,collected_data/error_1/0f1bbc3301cf4561b10545fddcc1f6a8_error_1_clean.wav,diff_bank/0f1bbc3301cf4561b10545fddcc1f6a8_error_1_diff.wav,,0
ab85f9148dbc4ca585dd0c29ee79d545,1768363004,error_1,False,collected_data/error_1/ab85f9148dbc4ca585dd0c29ee79d545_error_1_raw.wav,collected_data/error_1/ab85f9148dbc4ca585dd0c29ee79d545_error_1_clean.wav,diff_bank/ab85f9148dbc4ca585dd0c29ee79d545_error_1_diff.wav,,0
e68af5d55c7c46a980f9d12cc01f0039,1768363004,error_1,False,collected_data/error_1/e68af5d55c7c46a980f9d12cc01f0039_error_1_raw.wav,collected_data/error_1/e68af5d55c7c46a980f9d12cc01f0039_error_1_clean.wav,diff_bank/e68af5d55c7c46a980f9d12cc01f0039_error_1_diff.wav,,0
4f0b8efc1f564dbdbdc4af950a87780f,1768363004,error_1,False,collected_data/error_1/4f0b8efc1f564dbdbdc4af950a87780f_error_1_raw.wav,collected_data/error_1/4f0b8efc1f564dbdbdc4af950a87780f_error_1_clean.wav,diff_bank/4f0b8efc1f564dbdbdc4af950a87780f_error_1_diff.wav,,0
71e4da705dba45519672051793774372,1768363004,error_1,False,collected_data/error_1/71e4da705dba45519672051793774372_error_1_raw.wav,collected_data/error_1/71e4da705dba45519672051793774372_error_1_clean.wav,diff_bank/71e4da705dba45519672051793774372_error_1_diff.wav,,0
08ff026fd9ff45c39e19559b8e4ed2e8,1768363004,error_1,False,collected_data/error_1/08ff026fd9ff45c39e19559b8e4ed2e8_error_1_raw.wav,collected_data/error_1/08ff026fd9ff45c39e19559b8e4ed2e8_error_1_clean.wav,diff_bank/08ff026fd9ff45c39e19559b8e4ed2e8_error_1_diff.wav,,0
163706a4d0304192a1cf9f48b4ae09a2,1768363004,error_1,False,collected_data/error_1/163706a4d0304192a1cf9f48b4ae09a2_error_1_raw.wav,collected_data/error_1/163706a4d0304192a1cf9f48b4ae09a2_error_1_clean.wav,diff_bank/163706a4d0304192a1cf9f48b4ae09a2_error_1_diff.wav,,0
507e94ddde5b40cdb9a32d0ecb2f8643,1768363004,error_1,False,collected_data/error_1/507e94ddde5b40cdb9a32d0ecb2f8643_error_1_raw.wav,collected_data/error_1/507e94ddde5b40cdb9a32d0ecb2f8643_error_1_clean.wav,diff_bank/507e94ddde5b40cdb9a32d0ecb2f8643_error_1_diff.wav,,0
f00e45d737554fc0a6cdda6677892b0e,1768363004,error_1,False,collected_data/error_1/f00e45d737554fc0a6cdda6677892b0e_error_1_raw.wav,collected_data/error_1/f00e45d737554fc0a6cdda6677892b0e_error_1_clean.wav,diff_bank/f00e45d737554fc0a6cdda6677892b0e_error_1_diff.wav,,0
e47398c857f7467aa4f0bef0894ef636,1768363004,error_1,False,collected_data/error_1/e47398c857f7467aa4f0bef0894ef636_error_1_raw.wav,collected_data/error_1/e47398c857f7467aa4f0bef0894ef636_error_1_clean.wav,diff_bank/e47398c857f7467aa4f0bef0894ef636_error_1_diff.wav,,0
7c11c27188e54558b3349bed6e05f937,1768363004,error_1,False,collected_data/error_1/7c11c27188e54558b3349bed6e05f937_error_1_raw.wav,collected_data/error_1/7c11c27188e54558b3349bed6e05f937_error_1_clean.wav,diff_bank/7c11c27188e54558b3349bed6e05f937_error_1_diff.wav,,0
f645d332ed614a5bae814fe42c8ec4ab,1768363004,error_1,False,collected_data/error_1/f645d332ed614a5bae814fe42c8ec4ab_error_1_raw.wav,collected_data/error_1/f645d332ed614a5bae814fe42c8ec4ab_error_1_clean.wav,diff_bank/f645d332ed614a5bae814fe42c8ec4ab_error_1_diff.wav,,0
7d226a6cd54d48b88c148d8b2c39e4c4,1768363004,error_1,False,collected_data/error_1/7d226a6cd54d48b88c148d8b2c39e4c4_error_1_raw.wav,collected_data/error_1/7d226a6cd54d48b88c148d8b2c39e4c4_error_1_clean.wav,diff_bank/7d226a6cd54d48b88c148d8b2c39e4c4_error_1_diff.wav,,0
a1ebac9d48eb46b89b3a3d3e82708a4d,1768363004,error_1,False,collected_data/error_1/a1ebac9d48eb46b89b3a3d3e82708a4d_error_1_raw.wav,collected_data/error_1/a1ebac9d48eb46b89b3a3d3e82708a4d_error_1_clean.wav,diff_bank/a1ebac9d48eb46b89b3a3d3e82708a4d_error_1_diff.wav,,0
75a0ae2dd62549f883b793340c3a64a9,1768363004,error_1,False,collected_data/error_1/75a0ae2dd62549f883b793340c3a64a9_error_1_raw.wav,collected_data/error_1/75a0ae2dd62549f883b793340c3a64a9_error_1_clean.wav,diff_bank/75a0ae2dd62549f883b793340c3a64a9_error_1_diff.wav,,0
0c86e0bb839e442abb78191a64f39f24,1768363004,error_1,False,collected_data/error_1/0c86e0bb839e442abb78191a64f39f24_error_1_raw.wav,collected_data/error_1/0c86e0bb839e442abb78191a64f39f24_error_1_clean.wav,diff_bank/0c86e0bb839e442abb78191a64f39f24_error_1_diff.wav,,0
e858c3801af4479180181eaf6fca3f27,1768363005,error_1,False,collected_data/error_1/e858c3801af4479180181eaf6fca3f27_error_1_raw.wav,collected_data/error_1/e858c3801af4479180181eaf6fca3f27_error_1_clean.wav,diff_bank/e858c3801af4479180181eaf6fca3f27_error_1_diff.wav,,0
46467113ad3b434d8ca655720264e786,1768363005,error_1,False,collected_data/error_1/46467113ad3b434d8ca655720264e786_error_1_raw.wav,collected_data/error_1/46467113ad3b434d8ca655720264e786_error_1_clean.wav,diff_bank/46467113ad3b434d8ca655720264e786_error_1_diff.wav,,0
ca343acd66824519a1d45b2e460b034b,1768363005,error_1,False,collected_data/error_1/ca343acd66824519a1d45b2e460b034b_error_1_raw.wav,collected_data/error_1/ca343acd66824519a1d45b2e460b034b_error_1_clean.wav,diff_bank/ca343acd66824519a1d45b2e460b034b_error_1_diff.wav,,0
9598cede419c4ad38e9d1ecd180b4dd2,1768363005,error_1,False,collected_data/error_1/9598cede419c4ad38e9d1ecd180b4dd2_error_1_raw.wav,collected_data/error_1/9598cede419c4ad38e9d1ecd180b4dd2_error_1_clean.wav,diff_bank/9598cede419c4ad38e9d1ecd180b4dd2_error_1_diff.wav,,0
68491b01fde24621abf46fac65b0307b,1768363005,error_1,False,collected_data/error_1/68491b01fde24621abf46fac65b0307b_error_1_raw.wav,collected_data/error_1/68491b01fde24621abf46fac65b0307b_error_1_clean.wav,diff_bank/68491b01fde24621abf46fac65b0307b_error_1_diff.wav,,0
8b108b1205b84fe5933ea56f0e161a21,1768363005,error_1,False,collected_data/error_1/8b108b1205b84fe5933ea56f0e161a21_error_1_raw.wav,collected_data/error_1/8b108b1205b84fe5933ea56f0e161a21_error_1_clean.wav,diff_bank/8b108b1205b84fe5933ea56f0e161a21_error_1_diff.wav,,0
9a37899e72d740b7ab727a82650b57c7,1768363005,error_1,False,collected_data/error_1/9a37899e72d740b7ab727a82650b57c7_error_1_raw.wav,collected_data/error_1/9a37899e72d740b7ab727a82650b57c7_error_1_clean.wav,diff_bank/9a37899e72d740b7ab727a82650b57c7_error_1_diff.wav,,0
af2404506cce4246b24fd190124d2e92,1768363006,error_1,False,collected_data/error_1/af2404506cce4246b24fd190124d2e92_error_1_raw.wav,collected_data/error_1/af2404506cce4246b24fd190124d2e92_error_1_clean.wav,diff_bank/af2404506cce4246b24fd190124d2e92_error_1_diff.wav,,0
2a4b6096ef2c42c6822c388ef442dc34,1768363006,error_1,False,collected_data/error_1/2a4b6096ef2c42c6822c388ef442dc34_error_1_raw.wav,collected_data/error_1/2a4b6096ef2c42c6822c388ef442dc34_error_1_clean.wav,diff_bank/2a4b6096ef2c42c6822c388ef442dc34_error_1_diff.wav,,0
0d22417850054d57ba2bfcee7da13445,1768363006,error_1,False,collected_data/error_1/0d22417850054d57ba2bfcee7da13445_error_1_raw.wav,collected_data/error_1/0d22417850054d57ba2bfcee7da13445_error_1_clean.wav,diff_bank/0d22417850054d57ba2bfcee7da13445_error_1_diff.wav,,0
477f08723db34e79bdefcde988839497,1768363006,error_1,False,collected_data/error_1/477f08723db34e79bdefcde988839497_error_1_raw.wav,collected_data/error_1/477f08723db34e79bdefcde988839497_error_1_clean.wav,diff_bank/477f08723db34e79bdefcde988839497_error_1_diff.wav,,0
2b0d5eff9d3941e6988d75fd9cf5c8e3,1768363006,error_1,False,collected_data/error_1/2b0d5eff9d3941e6988d75fd9cf5c8e3_error_1_raw.wav,collected_data/error_1/2b0d5eff9d3941e6988d75fd9cf5c8e3_error_1_clean.wav,diff_bank/2b0d5eff9d3941e6988d75fd9cf5c8e3_error_1_diff.wav,,0
609c033c86d14735b5b9b2c45b851b36,1768363006,error_1,False,collected_data/error_1/609c033c86d14735b5b9b2c45b851b36_error_1_raw.wav,collected_data/error_1/609c033c86d14735b5b9b2c45b851b36_error_1_clean.wav,diff_bank/609c033c86d14735b5b9b2c45b851b36_error_1_diff.wav,,0
88d25dcd528c45d6b710560f26f1283d,1768363006,error_1,False,collected_data/error_1/88d25dcd528c45d6b710560f26f1283d_error_1_raw.wav,collected_data/error_1/88d25dcd528c45d6b710560f26f1283d_error_1_clean.wav,diff_bank/88d25dcd528c45d6b710560f26f1283d_error_1_diff.wav,,0
b5617b670613475ca39f4de546d91150,1768363007,error_1,False,collected_data/error_1/b5617b670613475ca39f4de546d91150_error_1_raw.wav,collected_data/error_1/b5617b670613475ca39f4de546d91150_error_1_clean.wav,diff_bank/b5617b670613475ca39f4de546d91150_error_1_diff.wav,,0
ef3800fb43234786b286102cf6638879,1768363007,error_1,False,collected_data/error_1/ef3800fb43234786b286102cf6638879_error_1_raw.wav,collected_data/error_1/ef3800fb43234786b286102cf6638879_error_1_clean.wav,diff_bank/ef3800fb43234786b286102cf6638879_error_1_diff.wav,,0
2ca6b0c506974f09ae755b634c0bdd2f,1768363007,error_1,False,collected_data/error_1/2ca6b0c506974f09ae755b634c0bdd2f_error_1_raw.wav,collected_data/error_1/2ca6b0c506974f09ae755b634c0bdd2f_error_1_clean.wav,diff_bank/2ca6b0c506974f09ae755b634c0bdd2f_error_1_diff.wav,,0
5123c3a69f274b048f8ff189ca3a8ecc,1768363007,error_1,False,collected_data/error_1/5123c3a69f274b048f8ff189ca3a8ecc_error_1_raw.wav,collected_data/error_1/5123c3a69f274b048f8ff189ca3a8ecc_error_1_clean.wav,diff_bank/5123c3a69f274b048f8ff189ca3a8ecc_error_1_diff.wav,,0
796844e8554b4183a2bc7222300aa052,1768363007,error_1,False,collected_data/error_1/796844e8554b4183a2bc7222300aa052_error_1_raw.wav,collected_data/error_1/796844e8554b4183a2bc7222300aa052_error_1_clean.wav,diff_bank/796844e8554b4183a2bc7222300aa052_error_1_diff.wav,,0
cac7873efed045e7b50077907da302a7,1768363007,error_1,False,collected_data/error_1/cac7873efed045e7b50077907da302a7_error_1_raw.wav,collected_data/error_1/cac7873efed045e7b50077907da302a7_error_1_clean.wav,diff_bank/cac7873efed045e7b50077907da302a7_error_1_diff.wav,,0
796931c3414c471e88bda9db7e07ba6c,1768363007,error_1,False,collected_data/error_1/796931c3414c471e88bda9db7e07ba6c_error_1_raw.wav,collected_data/error_1/796931c3414c471e88bda9db7e07ba6c_error_1_clean.wav,diff_bank/796931c3414c471e88bda9db7e07ba6c_error_1_diff.wav,,0
